"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2017,7,"NK","Spirit Air Lines","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",682.00,146.00,11.26,1.90,106.13,1.73,24.98,18.00,1.00,9640.00,747.00,169.00,7402.00,36.00,1286.00,
2017,7,"NK","Spirit Air Lines","CAK","Akron, OH: Akron-Canton Regional",102.00,24.00,5.59,0.00,15.65,0.00,2.76,1.00,0.00,1211.00,189.00,0.00,872.00,0.00,150.00,
2017,7,"NK","Spirit Air Lines","CLE","Cleveland, OH: Cleveland-Hopkins International",279.00,54.00,6.31,0.80,38.44,0.00,8.45,4.00,0.00,3372.00,447.00,131.00,2269.00,0.00,525.00,
2017,7,"NK","Spirit Air Lines","CRW","Charleston/Dunbar, WV: Yeager",9.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,179.00,0.00,0.00,179.00,0.00,0.00,
2017,7,"NK","Spirit Air Lines","DEN","Denver, CO: Denver International",372.00,101.00,8.00,2.86,74.07,0.21,15.86,8.00,1.00,5783.00,451.00,133.00,4158.00,11.00,1030.00,
2017,7,"NK","Spirit Air Lines","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",817.00,206.00,26.96,2.80,140.24,0.94,35.06,22.00,1.00,15719.00,2695.00,192.00,10203.00,33.00,2596.00,
2017,7,"NK","Spirit Air Lines","DTW","Detroit, MI: Detroit Metro Wayne County",828.00,203.00,24.00,3.35,140.41,0.56,34.67,21.00,0.00,13028.00,1417.00,215.00,9305.00,58.00,2033.00,
2017,7,"NK","Spirit Air Lines","EWR","Newark, NJ: Newark Liberty International",248.00,90.00,3.51,1.80,78.97,0.03,5.69,21.00,0.00,8688.00,475.00,109.00,7635.00,6.00,463.00,
2017,7,"NK","Spirit Air Lines","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1370.00,332.00,28.33,1.72,239.06,0.00,62.89,35.00,8.00,27843.00,1636.00,90.00,20546.00,0.00,5571.00,
2017,7,"NK","Spirit Air Lines","IAG","Niagara Falls, NY: Niagara Falls International",45.00,12.00,0.00,2.36,8.34,0.00,1.30,2.00,0.00,946.00,0.00,280.00,616.00,0.00,50.00,
2017,7,"NK","Spirit Air Lines","IAH","Houston, TX: George Bush Intercontinental/Houston",639.00,145.00,15.59,5.61,103.82,0.00,19.98,28.00,1.00,10564.00,1339.00,658.00,6714.00,0.00,1853.00,
2017,7,"NK","Spirit Air Lines","LAS","Las Vegas, NV: McCarran International",1023.00,222.00,18.81,3.34,160.15,0.77,38.93,34.00,3.00,13762.00,1074.00,157.00,9497.00,30.00,3004.00,
2017,7,"NK","Spirit Air Lines","LAX","Los Angeles, CA: Los Angeles International",825.00,150.00,15.53,3.21,112.09,0.00,19.17,18.00,1.00,9222.00,1964.00,126.00,5543.00,0.00,1589.00,
2017,7,"NK","Spirit Air Lines","LBE","Latrobe, PA: Arnold Palmer Regional",93.00,31.00,4.32,0.79,17.78,0.00,8.11,0.00,0.00,1911.00,225.00,43.00,1037.00,0.00,606.00,
2017,7,"NK","Spirit Air Lines","LGA","New York, NY: LaGuardia",341.00,91.00,5.06,5.18,74.54,0.00,6.21,19.00,3.00,8888.00,249.00,433.00,7603.00,0.00,603.00,
2017,7,"NK","Spirit Air Lines","MCI","Kansas City, MO: Kansas City International",124.00,22.00,3.39,0.00,16.30,0.00,2.31,4.00,0.00,1347.00,202.00,0.00,924.00,0.00,221.00,
2017,7,"NK","Spirit Air Lines","MCO","Orlando, FL: Orlando International",930.00,189.00,17.30,1.63,135.27,0.00,34.80,31.00,3.00,13369.00,1817.00,90.00,8977.00,0.00,2485.00,
2017,7,"NK","Spirit Air Lines","MSP","Minneapolis, MN: Minneapolis-St Paul International",403.00,85.00,5.11,1.28,70.53,0.00,8.07,15.00,2.00,6197.00,503.00,244.00,4684.00,0.00,766.00,
2017,7,"NK","Spirit Air Lines","MSY","New Orleans, LA: Louis Armstrong New Orleans International",372.00,86.00,14.56,0.73,54.63,0.00,16.07,12.00,0.00,5123.00,789.00,52.00,3453.00,0.00,829.00,
2017,7,"NK","Spirit Air Lines","MYR","Myrtle Beach, SC: Myrtle Beach International",527.00,81.00,8.43,1.30,58.44,0.00,12.83,11.00,0.00,5091.00,436.00,48.00,3823.00,0.00,784.00,
2017,7,"NK","Spirit Air Lines","OAK","Oakland, CA: Metropolitan Oakland International",310.00,46.00,8.34,0.00,29.99,0.00,7.67,9.00,0.00,3110.00,463.00,0.00,1855.00,0.00,792.00,
2017,7,"NK","Spirit Air Lines","ORD","Chicago, IL: Chicago O'Hare International",930.00,280.00,21.35,4.26,230.35,1.89,22.15,31.00,3.00,19564.00,1237.00,467.00,15893.00,66.00,1901.00,
2017,7,"NK","Spirit Air Lines","PBG","Plattsburgh, NY: Plattsburgh International",39.00,6.00,0.00,0.00,5.00,0.00,1.00,1.00,0.00,345.00,0.00,0.00,314.00,0.00,31.00,
2017,7,"NK","Spirit Air Lines","PDX","Portland, OR: Portland International",93.00,23.00,2.41,0.00,17.95,0.00,2.64,4.00,0.00,1836.00,233.00,0.00,1239.00,0.00,364.00,
2017,7,"NK","Spirit Air Lines","PHL","Philadelphia, PA: Philadelphia International",279.00,90.00,4.92,0.00,67.89,0.00,17.20,7.00,1.00,7822.00,535.00,0.00,5888.00,0.00,1399.00,
2017,7,"NK","Spirit Air Lines","PHX","Phoenix, AZ: Phoenix Sky Harbor International",30.00,5.00,1.00,0.00,3.00,0.00,1.00,0.00,0.00,241.00,24.00,0.00,151.00,0.00,66.00,
2017,7,"NK","Spirit Air Lines","PIT","Pittsburgh, PA: Pittsburgh International",175.00,28.00,1.32,5.46,16.06,0.00,5.16,2.00,0.00,2317.00,154.00,440.00,1248.00,0.00,475.00,
2017,7,"NK","Spirit Air Lines","RSW","Fort Myers, FL: Southwest Florida International",80.00,21.00,1.36,0.00,15.50,0.00,4.13,4.00,1.00,1293.00,34.00,0.00,1162.00,0.00,97.00,
2017,7,"NK","Spirit Air Lines","SAN","San Diego, CA: San Diego International",217.00,36.00,6.06,0.00,24.76,0.00,5.18,5.00,0.00,2633.00,650.00,0.00,1622.00,0.00,361.00,
2017,7,"NK","Spirit Air Lines","SEA","Seattle, WA: Seattle/Tacoma International",217.00,41.00,7.19,0.00,27.30,0.00,6.51,1.00,0.00,2452.00,520.00,0.00,1462.00,0.00,470.00,
2017,7,"NK","Spirit Air Lines","SJU","San Juan, PR: Luis Munoz Marin International",62.00,11.00,1.95,1.00,8.05,0.00,0.00,1.00,0.00,594.00,71.00,53.00,470.00,0.00,0.00,
2017,7,"NK","Spirit Air Lines","STT","Charlotte Amalie, VI: Cyril E King",31.00,10.00,1.00,4.07,4.13,0.00,0.80,0.00,0.00,764.00,111.00,151.00,393.00,0.00,109.00,
2017,7,"NK","Spirit Air Lines","TPA","Tampa, FL: Tampa International",222.00,54.00,6.53,2.78,36.89,0.00,7.80,9.00,0.00,3188.00,361.00,134.00,1929.00,0.00,764.00,
2017,7,"OO","SkyWest Airlines Inc.","ABE","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",78.00,17.00,7.99,0.67,4.35,0.00,4.00,0.00,0.00,986.00,515.00,20.00,161.00,0.00,290.00,
2017,7,"OO","SkyWest Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",221.00,43.00,18.56,2.00,8.96,1.00,12.48,2.00,0.00,2698.00,1176.00,147.00,341.00,18.00,1016.00,
2017,7,"OO","SkyWest Airlines Inc.","ABR","Aberdeen, SD: Aberdeen Regional",62.00,3.00,1.00,0.00,1.52,0.00,0.48,1.00,0.00,899.00,859.00,0.00,29.00,0.00,11.00,
2017,7,"OO","SkyWest Airlines Inc.","ABY","Albany, GA: Southwest Georgia Regional",14.00,1.00,0.84,0.00,0.14,0.00,0.03,0.00,0.00,234.00,196.00,0.00,32.00,0.00,6.00,
2017,7,"OO","SkyWest Airlines Inc.","ACV","Arcata/Eureka, CA: California Redwood Coast Humboldt County",97.00,20.00,4.60,0.89,5.74,0.00,8.76,0.00,1.00,1571.00,767.00,16.00,191.00,0.00,597.00,
2017,7,"OO","SkyWest Airlines Inc.","AGS","Augusta, GA: Augusta Regional at Bush Field",29.00,8.00,1.83,0.00,3.42,0.00,2.75,1.00,1.00,1066.00,74.00,0.00,134.00,0.00,858.00,
2017,7,"OO","SkyWest Airlines Inc.","ALB","Albany, NY: Albany International",50.00,11.00,3.21,1.98,1.36,0.00,4.46,2.00,0.00,735.00,270.00,144.00,33.00,0.00,288.00,
2017,7,"OO","SkyWest Airlines Inc.","ALO","Waterloo, IA: Waterloo Regional",57.00,17.00,2.97,0.00,5.14,0.00,8.89,3.00,0.00,1350.00,176.00,0.00,172.00,0.00,1002.00,
2017,7,"OO","SkyWest Airlines Inc.","AMA","Amarillo, TX: Rick Husband Amarillo International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2017,7,"OO","SkyWest Airlines Inc.","APN","Alpena, MI: Alpena County Regional",53.00,7.00,4.00,0.00,0.00,0.00,3.00,4.00,0.00,578.00,375.00,0.00,0.00,0.00,203.00,
2017,7,"OO","SkyWest Airlines Inc.","ASE","Aspen, CO: Aspen Pitkin County Sardy Field",510.00,109.00,40.44,2.37,21.63,0.00,44.56,8.00,8.00,13317.00,6069.00,702.00,1781.00,0.00,4765.00,
2017,7,"OO","SkyWest Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1127.00,282.00,60.50,12.26,77.15,0.24,131.86,4.00,7.00,22569.00,7688.00,763.00,3297.00,5.00,10816.00,
2017,7,"OO","SkyWest Airlines Inc.","ATW","Appleton, WI: Appleton International",205.00,34.00,17.59,0.00,7.62,0.00,8.79,7.00,0.00,2682.00,1975.00,0.00,187.00,0.00,520.00,
2017,7,"OO","SkyWest Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",83.00,16.00,8.45,0.00,3.19,0.00,4.36,0.00,0.00,1045.00,659.00,0.00,110.00,0.00,276.00,
2017,7,"OO","SkyWest Airlines Inc.","AVL","Asheville, NC: Asheville Regional",222.00,59.00,21.84,2.32,14.69,0.00,20.15,4.00,5.00,4853.00,1306.00,1062.00,547.00,0.00,1938.00,
2017,7,"OO","SkyWest Airlines Inc.","AVP","Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",117.00,25.00,5.79,2.02,3.80,0.00,13.39,3.00,0.00,1834.00,571.00,141.00,229.00,0.00,893.00,
2017,7,"OO","SkyWest Airlines Inc.","AZO","Kalamazoo, MI: Kalamazoo/Battle Creek International",150.00,37.00,15.58,1.03,7.83,0.00,12.56,5.00,0.00,2866.00,1500.00,62.00,425.00,0.00,879.00,
2017,7,"OO","SkyWest Airlines Inc.","BDL","Hartford, CT: Bradley International",81.00,19.00,5.45,2.34,3.05,0.00,8.15,1.00,0.00,1994.00,931.00,71.00,98.00,0.00,894.00,
2017,7,"OO","SkyWest Airlines Inc.","BFL","Bakersfield, CA: Meadows Field",206.00,43.00,15.35,0.00,5.81,0.00,21.84,0.00,0.00,2567.00,1101.00,0.00,167.00,0.00,1299.00,
2017,7,"OO","SkyWest Airlines Inc.","BGM","Binghamton, NY: Greater Binghamton/Edwin A. Link Field",85.00,18.00,8.47,0.92,3.20,0.00,5.40,0.00,0.00,1159.00,540.00,44.00,232.00,0.00,343.00,
2017,7,"OO","SkyWest Airlines Inc.","BGR","Bangor, ME: Bangor International",62.00,11.00,3.00,0.00,3.00,0.00,5.00,1.00,0.00,808.00,104.00,0.00,70.00,0.00,634.00,
2017,7,"OO","SkyWest Airlines Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",79.00,21.00,7.70,0.00,3.45,0.00,9.85,1.00,0.00,1832.00,602.00,0.00,277.00,0.00,953.00,
2017,7,"OO","SkyWest Airlines Inc.","BIL","Billings, MT: Billings Logan International",144.00,25.00,13.69,0.00,5.05,0.00,6.26,1.00,1.00,1809.00,1090.00,0.00,144.00,0.00,575.00,
2017,7,"OO","SkyWest Airlines Inc.","BIS","Bismarck/Mandan, ND: Bismarck Municipal",118.00,31.00,8.19,1.27,10.51,0.00,11.02,1.00,0.00,1834.00,360.00,79.00,393.00,0.00,1002.00,
2017,7,"OO","SkyWest Airlines Inc.","BJI","Bemidji, MN: Bemidji Regional",62.00,5.00,0.32,0.00,3.58,0.00,1.10,0.00,0.00,145.00,8.00,0.00,92.00,0.00,45.00,
2017,7,"OO","SkyWest Airlines Inc.","BMI","Bloomington/Normal, IL: Central Illinois Regional",137.00,40.00,12.46,1.23,4.30,0.00,22.02,2.00,0.00,3130.00,1421.00,61.00,283.00,0.00,1365.00,
2017,7,"OO","SkyWest Airlines Inc.","BNA","Nashville, TN: Nashville International",473.00,124.00,39.67,5.23,26.55,0.00,52.55,8.00,3.00,9620.00,3974.00,261.00,1067.00,0.00,4318.00,
2017,7,"OO","SkyWest Airlines Inc.","BOI","Boise, ID: Boise Air Terminal",716.00,75.00,22.63,1.01,17.12,0.00,34.25,2.00,0.00,4191.00,1526.00,47.00,423.00,0.00,2195.00,
2017,7,"OO","SkyWest Airlines Inc.","BQK","Brunswick, GA: Brunswick Golden Isles",46.00,8.00,1.48,0.00,5.04,0.00,1.48,0.00,0.00,227.00,50.00,0.00,128.00,0.00,49.00,
2017,7,"OO","SkyWest Airlines Inc.","BRD","Brainerd, MN: Brainerd Lakes Regional",62.00,8.00,2.82,1.79,0.39,0.00,3.00,0.00,0.00,407.00,196.00,55.00,17.00,0.00,139.00,
2017,7,"OO","SkyWest Airlines Inc.","BTM","Butte, MT: Bert Mooney",57.00,5.00,2.66,0.00,0.00,0.00,2.34,0.00,0.00,142.00,72.00,0.00,0.00,0.00,70.00,
2017,7,"OO","SkyWest Airlines Inc.","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",39.00,12.00,1.12,0.00,2.43,0.00,8.46,1.00,0.00,1539.00,891.00,0.00,142.00,0.00,506.00,
2017,7,"OO","SkyWest Airlines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",124.00,26.00,11.30,0.00,6.68,0.00,8.02,4.00,0.00,2367.00,1644.00,0.00,225.00,0.00,498.00,
2017,7,"OO","SkyWest Airlines Inc.","BUR","Burbank, CA: Bob Hope",438.00,60.00,19.67,0.00,13.29,0.00,27.04,2.00,3.00,3301.00,1270.00,0.00,432.00,0.00,1599.00,
2017,7,"OO","SkyWest Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",20.00,5.00,1.47,0.00,1.33,0.00,2.20,0.00,0.00,350.00,162.00,0.00,51.00,0.00,137.00,
2017,7,"OO","SkyWest Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",240.00,36.00,12.97,0.00,13.68,0.00,9.35,0.00,0.00,2975.00,1728.00,0.00,650.00,0.00,597.00,
2017,7,"OO","SkyWest Airlines Inc.","CAK","Akron, OH: Akron-Canton Regional",119.00,35.00,12.11,0.05,4.90,0.00,17.94,1.00,0.00,2839.00,1000.00,11.00,209.00,0.00,1619.00,
2017,7,"OO","SkyWest Airlines Inc.","CDC","Cedar City, UT: Cedar City Regional",52.00,8.00,3.43,0.00,4.32,0.00,0.24,0.00,0.00,465.00,334.00,0.00,114.00,0.00,17.00,
2017,7,"OO","SkyWest Airlines Inc.","CHA","Chattanooga, TN: Lovell Field",38.00,13.00,2.55,0.00,6.38,0.00,4.06,1.00,0.00,792.00,340.00,0.00,198.00,0.00,254.00,
2017,7,"OO","SkyWest Airlines Inc.","CHO","Charlottesville, VA: Charlottesville Albemarle",93.00,35.00,13.69,0.00,10.24,0.00,11.07,9.00,0.00,2868.00,1719.00,0.00,611.00,0.00,538.00,
2017,7,"OO","SkyWest Airlines Inc.","CHS","Charleston, SC: Charleston AFB/International",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2017,7,"OO","SkyWest Airlines Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",393.00,91.00,27.52,3.57,25.11,0.00,34.80,9.00,1.00,7511.00,1961.00,567.00,1684.00,0.00,3299.00,
2017,7,"OO","SkyWest Airlines Inc.","CIU","Sault Ste. Marie, MI: Chippewa County International",57.00,11.00,7.60,0.00,1.02,0.00,2.38,0.00,0.00,1868.00,1643.00,0.00,66.00,0.00,159.00,
2017,7,"OO","SkyWest Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",62.00,10.00,3.78,0.00,3.75,0.00,2.47,0.00,0.00,526.00,271.00,0.00,93.00,0.00,162.00,
2017,7,"OO","SkyWest Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",56.00,9.00,5.09,0.36,1.05,0.00,2.50,2.00,1.00,498.00,350.00,12.00,37.00,0.00,99.00,
2017,7,"OO","SkyWest Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",158.00,29.00,11.73,1.44,7.95,0.00,7.88,4.00,0.00,1783.00,686.00,33.00,421.00,0.00,643.00,
2017,7,"OO","SkyWest Airlines Inc.","CMX","Hancock/Houghton, MI: Houghton County Memorial",62.00,19.00,4.60,0.00,2.36,0.45,11.60,4.00,0.00,1331.00,402.00,0.00,52.00,45.00,832.00,
2017,7,"OO","SkyWest Airlines Inc.","COD","Cody, WY: Yellowstone Regional",122.00,6.00,1.18,1.00,1.27,0.00,2.55,0.00,1.00,404.00,67.00,21.00,53.00,0.00,263.00,
2017,7,"OO","SkyWest Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",453.00,118.00,37.30,6.35,33.65,0.00,40.70,7.00,1.00,10983.00,5741.00,431.00,1364.00,0.00,3447.00,
2017,7,"OO","SkyWest Airlines Inc.","COU","Columbia, MO: Columbia Regional",31.00,12.00,2.96,0.00,1.29,0.00,7.75,1.00,0.00,634.00,162.00,0.00,45.00,0.00,427.00,
2017,7,"OO","SkyWest Airlines Inc.","CPR","Casper, WY: Casper/Natrona County International",61.00,4.00,3.97,0.00,0.03,0.00,0.00,0.00,0.00,177.00,175.00,0.00,2.00,0.00,0.00,
2017,7,"OO","SkyWest Airlines Inc.","CRP","Corpus Christi, TX: Corpus Christi International",5.00,2.00,1.00,0.00,0.11,0.00,0.89,1.00,0.00,116.00,25.00,0.00,10.00,0.00,81.00,
2017,7,"OO","SkyWest Airlines Inc.","CSG","Columbus, GA: Columbus Airport",53.00,15.00,2.99,1.00,5.48,0.00,5.54,0.00,0.00,765.00,263.00,114.00,146.00,0.00,242.00,
2017,7,"OO","SkyWest Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",464.00,109.00,29.02,4.23,30.92,0.00,44.84,5.00,1.00,10455.00,3773.00,113.00,1262.00,0.00,5307.00,
2017,7,"OO","SkyWest Airlines Inc.","CWA","Mosinee, WI: Central Wisconsin",95.00,41.00,15.77,1.14,4.28,0.00,19.81,6.00,0.00,3364.00,1400.00,121.00,243.00,0.00,1600.00,
2017,7,"OO","SkyWest Airlines Inc.","DAY","Dayton, OH: James M Cox/Dayton International",209.00,40.00,15.29,0.85,8.24,0.00,15.62,7.00,4.00,2607.00,1172.00,29.00,233.00,0.00,1173.00,
2017,7,"OO","SkyWest Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",157.00,40.00,13.24,0.45,17.62,0.00,8.69,6.00,2.00,2149.00,722.00,137.00,589.00,0.00,701.00,
2017,7,"OO","SkyWest Airlines Inc.","DEN","Denver, CO: Denver International",3854.00,603.00,125.07,22.25,174.66,0.66,280.35,37.00,11.00,56056.00,23113.00,2350.00,7955.00,57.00,22581.00,
2017,7,"OO","SkyWest Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",447.00,86.00,15.32,2.35,25.94,0.00,42.39,4.00,4.00,5743.00,1042.00,477.00,1017.00,0.00,3207.00,
2017,7,"OO","SkyWest Airlines Inc.","DHN","Dothan, AL: Dothan Regional",93.00,22.00,5.74,0.98,6.93,0.00,8.35,1.00,1.00,1977.00,245.00,902.00,197.00,0.00,633.00,
2017,7,"OO","SkyWest Airlines Inc.","DLH","Duluth, MN: Duluth International",264.00,55.00,25.23,4.00,8.25,0.00,17.52,9.00,0.00,4115.00,2483.00,305.00,339.00,0.00,988.00,
2017,7,"OO","SkyWest Airlines Inc.","DRO","Durango, CO: Durango La Plata County",151.00,24.00,11.34,0.00,4.13,0.00,8.54,0.00,0.00,2522.00,1652.00,0.00,219.00,0.00,651.00,
2017,7,"OO","SkyWest Airlines Inc.","DSM","Des Moines, IA: Des Moines International",208.00,46.00,14.03,4.75,9.41,0.00,17.81,2.00,0.00,2921.00,772.00,302.00,366.00,0.00,1481.00,
2017,7,"OO","SkyWest Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",3233.00,522.00,100.71,27.26,63.91,0.00,330.13,16.00,0.00,46743.00,12093.00,2283.00,2791.00,0.00,29576.00,
2017,7,"OO","SkyWest Airlines Inc.","DVL","Devils Lake, ND: Devils Lake Regional",53.00,11.00,3.00,0.61,0.89,1.00,5.50,0.00,0.00,723.00,349.00,27.00,31.00,39.00,277.00,
2017,7,"OO","SkyWest Airlines Inc.","EAU","Eau Claire, WI: Chippewa Valley Regional",57.00,11.00,4.03,0.00,1.03,0.00,5.94,2.00,0.00,764.00,193.00,0.00,30.00,0.00,541.00,
2017,7,"OO","SkyWest Airlines Inc.","EKO","Elko, NV: Elko Regional",55.00,5.00,1.05,0.00,2.82,0.00,1.14,0.00,0.00,301.00,146.00,0.00,115.00,0.00,40.00,
2017,7,"OO","SkyWest Airlines Inc.","ELP","El Paso, TX: El Paso International",36.00,8.00,4.34,1.00,2.19,0.00,0.47,0.00,0.00,290.00,170.00,35.00,63.00,0.00,22.00,
2017,7,"OO","SkyWest Airlines Inc.","ERI","Erie, PA: Erie International/Tom Ridge Field",86.00,8.00,1.25,1.00,1.87,0.00,3.88,0.00,0.00,452.00,99.00,16.00,45.00,0.00,292.00,
2017,7,"OO","SkyWest Airlines Inc.","ESC","Escanaba, MI: Delta County",52.00,6.00,2.97,1.00,0.04,0.00,1.99,0.00,1.00,447.00,258.00,18.00,2.00,0.00,169.00,
2017,7,"OO","SkyWest Airlines Inc.","EUG","Eugene, OR: Mahlon Sweet Field",274.00,39.00,13.01,1.51,7.72,0.00,16.76,0.00,0.00,2461.00,1019.00,153.00,278.00,0.00,1011.00,
2017,7,"OO","SkyWest Airlines Inc.","EVV","Evansville, IN: Evansville Regional",48.00,16.00,2.99,1.90,1.98,0.00,9.13,2.00,1.00,2330.00,824.00,812.00,122.00,0.00,572.00,
2017,7,"OO","SkyWest Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",148.00,63.00,12.27,18.18,19.59,0.00,12.96,9.00,0.00,6208.00,1332.00,1895.00,1747.00,0.00,1234.00,
2017,7,"OO","SkyWest Airlines Inc.","FAR","Fargo, ND: Hector International",98.00,23.00,10.57,0.98,5.18,0.00,6.27,2.00,0.00,2091.00,1104.00,93.00,230.00,0.00,664.00,
2017,7,"OO","SkyWest Airlines Inc.","FAT","Fresno, CA: Fresno Yosemite International",635.00,76.00,26.31,0.87,11.68,0.00,37.14,0.00,0.00,6769.00,3740.00,46.00,413.00,0.00,2570.00,
2017,7,"OO","SkyWest Airlines Inc.","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field",28.00,7.00,2.86,0.33,1.21,0.00,2.60,0.00,0.00,541.00,278.00,5.00,37.00,0.00,221.00,
2017,7,"OO","SkyWest Airlines Inc.","FCA","Kalispell, MT: Glacier Park International",162.00,41.00,15.80,1.72,7.38,0.00,16.10,0.00,0.00,3113.00,1249.00,70.00,356.00,0.00,1438.00,
2017,7,"OO","SkyWest Airlines Inc.","FLG","Flagstaff, AZ: Flagstaff Pulliam",124.00,23.00,4.73,0.00,5.57,0.00,12.70,1.00,0.00,1039.00,191.00,0.00,172.00,0.00,676.00,
2017,7,"OO","SkyWest Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",34.00,8.00,0.71,0.00,3.65,0.00,3.64,0.00,0.00,403.00,23.00,0.00,83.00,0.00,297.00,
2017,7,"OO","SkyWest Airlines Inc.","FNT","Flint, MI: Bishop International",165.00,47.00,11.66,2.77,7.72,0.00,24.86,8.00,0.00,4048.00,1533.00,206.00,392.00,0.00,1917.00,
2017,7,"OO","SkyWest Airlines Inc.","FSD","Sioux Falls, SD: Joe Foss Field",237.00,70.00,24.92,0.00,17.10,0.00,27.98,2.00,1.00,4535.00,2054.00,0.00,713.00,0.00,1768.00,
2017,7,"OO","SkyWest Airlines Inc.","FSM","Fort Smith, AR: Fort Smith Regional",32.00,13.00,0.61,0.00,2.16,0.00,10.23,0.00,0.00,971.00,46.00,0.00,89.00,0.00,836.00,
2017,7,"OO","SkyWest Airlines Inc.","FWA","Fort Wayne, IN: Fort Wayne International",425.00,113.00,36.80,2.00,23.42,0.00,50.78,5.00,2.00,9041.00,4343.00,77.00,912.00,0.00,3709.00,
2017,7,"OO","SkyWest Airlines Inc.","GCC","Gillette, WY: Gillette Campbell County",84.00,11.00,3.64,0.00,2.04,0.00,5.33,3.00,0.00,667.00,175.00,0.00,101.00,0.00,391.00,
2017,7,"OO","SkyWest Airlines Inc.","GEG","Spokane, WA: Spokane International",264.00,56.00,17.18,0.00,18.26,0.00,20.56,0.00,1.00,3768.00,1788.00,0.00,575.00,0.00,1405.00,
2017,7,"OO","SkyWest Airlines Inc.","GFK","Grand Forks, ND: Grand Forks International",160.00,26.00,10.30,1.87,4.13,0.00,9.70,0.00,1.00,1944.00,1176.00,97.00,105.00,0.00,566.00,
2017,7,"OO","SkyWest Airlines Inc.","GJT","Grand Junction, CO: Grand Junction Regional",222.00,26.00,9.51,0.26,3.09,0.00,13.13,0.00,0.00,1720.00,594.00,28.00,112.00,0.00,986.00,
2017,7,"OO","SkyWest Airlines Inc.","GRB","Green Bay, WI: Green Bay Austin Straubel International",294.00,71.00,15.62,2.76,14.48,0.00,38.14,13.00,0.00,4468.00,1149.00,195.00,473.00,0.00,2651.00,
2017,7,"OO","SkyWest Airlines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",248.00,72.00,25.88,2.07,13.19,0.00,30.85,12.00,0.00,4893.00,1860.00,123.00,623.00,0.00,2287.00,
2017,7,"OO","SkyWest Airlines Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",79.00,15.00,5.88,2.00,2.00,0.00,5.13,0.00,0.00,902.00,513.00,57.00,132.00,0.00,200.00,
2017,7,"OO","SkyWest Airlines Inc.","GSP","Greer, SC: Greenville-Spartanburg International",64.00,7.00,2.00,0.00,1.25,0.00,3.75,3.00,0.00,281.00,112.00,0.00,34.00,0.00,135.00,
2017,7,"OO","SkyWest Airlines Inc.","GTF","Great Falls, MT: Great Falls International",139.00,12.00,7.19,0.00,2.58,0.00,2.22,1.00,0.00,1213.00,1066.00,0.00,67.00,0.00,80.00,
2017,7,"OO","SkyWest Airlines Inc.","GTR","Columbus, MS: Golden Triangle Regional",49.00,16.00,1.20,0.00,5.44,0.00,9.36,0.00,0.00,986.00,27.00,0.00,282.00,0.00,677.00,
2017,7,"OO","SkyWest Airlines Inc.","HDN","Hayden, CO: Yampa Valley",56.00,11.00,5.26,0.00,2.03,0.00,3.72,1.00,0.00,1265.00,930.00,0.00,39.00,0.00,296.00,
